d,f,c,thre_inc,n_modes,n_fvs,svm_acc,svm_std,lda_acc,lda_std
0,1,1,60,24,5688,0.8967,0.0340,0.8800,0.0400
0,1,1,65,24,6168,0.9033,0.0488,0.8783,0.0380
0,1,1,70,24,6648,0.8833,0.0408,0.8817,0.0369
1,0,0,10,4,76,0.8467,0.0572,0.8050,0.0422
1,0,0,20,4,156,0.8700,0.0581,0.8133,0.0510
1,0,0,25,4,196,0.8633,0.0427,0.8233,0.0467
1,0,0,30,4,236,0.8650,0.0524,0.8233,0.0564
1,0,0,35,4,276,0.8767,0.0512,0.8233,0.0517
1,0,0,40,4,316,0.8850,0.0398,0.8350,0.0480
1,0,0,45,4,356,0.8717,0.0489,0.8283,0.0553
1,0,0,50,4,396,0.8750,0.0403,0.8433,0.0416
1,0,0,55,4,436,0.8667,0.0558,0.8417,0.0512
1,0,0,60,4,476,0.8900,0.0507,0.8383,0.0422
1,0,0,65,4,516,0.8600,0.0620,0.8383,0.0543
1,0,0,70,4,556,0.8783,0.0460,0.8400,0.0512
1,0,0,10,6,114,0.8567,0.0593,0.8050,0.0511
1,0,0,20,6,234,0.8633,0.0493,0.8267,0.0490
1,0,0,25,6,294,0.8783,0.0422,0.8417,0.0473
1,0,0,30,6,354,0.8767,0.0528,0.8517,0.0474
1,0,0,35,6,414,0.8783,0.0527,0.8417,0.0461
1,0,0,40,6,474,0.8800,0.0393,0.8333,0.0506
1,0,0,45,6,534,0.8767,0.0539,0.8483,0.0462
1,0,0,50,6,594,0.8900,0.0478,0.8517,0.0468
1,0,0,55,6,654,0.8767,0.0588,0.8417,0.0443
1,0,0,60,6,714,0.8867,0.0482,0.8550,0.0478
1,0,0,65,6,774,0.8850,0.0480,0.8467,0.0482
1,0,0,70,6,834,0.9000,0.0357,0.8500,0.0494
